customer_id,customer_name,age,segment,occupation,home_city,home_state,home_latitude,home_longitude,customer_risk_band,onboarding_date,kyc_status
CUST000516,SYNTHETIC CUSTOMER 000516,68,Affluent,Student,Bengaluru,Karnataka,12.97453,77.50515,Low,2019-11-30,Y
CUST000517,SYNTHETIC CUSTOMER 000517,54,Mass,Student,Kochi,Kerala,9.89071,76.16191,Low,2019-06-14,Y
CUST000518,SYNTHETIC CUSTOMER 000518,27,Mass,Salaried,Delhi,Delhi,28.52295,77.11225,Low,2023-09-19,Y
CUST000519,SYNTHETIC CUSTOMER 000519,25,Student,Professional,Ahmedabad,Gujarat,23.05519,72.49575,Low,2018-08-20,Y
CUST000520,SYNTHETIC CUSTOMER 000520,47,SME,Salaried,Pune,Maharashtra,18.50236,73.74341,Low,2020-11-17,Y
CUST000521,SYNTHETIC CUSTOMER 000521,31,Student,Professional,Jaipur,Rajasthan,26.96189,75.76105,Low,2025-04-20,Y
CUST000522,SYNTHETIC CUSTOMER 000522,67,Affluent,Professional,Bengaluru,Karnataka,12.91381,77.64206,Low,2019-05-28,Y
CUST000523,SYNTHETIC CUSTOMER 000523,48,Affluent,Homemaker,Hyderabad,Telangana,17.32057,78.55192,Low,2023-05-09,Y
CUST000524,SYNTHETIC CUSTOMER 000524,42,Mass,Retired,Kolkata,West Bengal,22.60557,88.37745,Low,2023-10-24,Y
CUST000525,SYNTHETIC CUSTOMER 000525,29,Student,Student,Jaipur,Rajasthan,27.02226,75.84209,Low,2020-01-31,Y
CUST000526,SYNTHETIC CUSTOMER 000526,37,Mass,Professional,Kochi,Kerala,9.93089,76.15965,Low,2019-12-11,Y
CUST000527,SYNTHETIC CUSTOMER 000527,77,Affluent,Professional,Jaipur,Rajasthan,26.86734,75.81577,Low,2019-11-19,Y
CUST000528,SYNTHETIC CUSTOMER 000528,76,Senior Citizen,Homemaker,Kolkata,West Bengal,22.50915,88.2614,Medium,2019-09-07,Y
CUST000529,SYNTHETIC CUSTOMER 000529,48,Affluent,Retired,Delhi,Delhi,28.69786,77.32215,Low,2025-10-07,Y
CUST000530,SYNTHETIC CUSTOMER 000530,75,Mass,Salaried,Bengaluru,Karnataka,13.06845,77.55903,Low,2022-02-27,Y
CUST000531,SYNTHETIC CUSTOMER 000531,56,Mass,Student,Chennai,Tamil Nadu,13.02132,80.22088,Low,2019-03-18,Y
CUST000532,SYNTHETIC CUSTOMER 000532,67,SME,Student,Ahmedabad,Gujarat,23.11105,72.51001,Low,2023-01-03,Y
CUST000533,SYNTHETIC CUSTOMER 000533,64,Mass,Student,Jaipur,Rajasthan,26.82647,75.902,Medium,2018-03-05,Y
CUST000534,SYNTHETIC CUSTOMER 000534,42,Affluent,Retired,Pune,Maharashtra,18.45427,73.82774,Low,2018-08-09,Y
CUST000535,SYNTHETIC CUSTOMER 000535,42,Student,Professional,Mumbai,Maharashtra,19.17979,72.82668,High,2020-01-04,Y
CUST000536,SYNTHETIC CUSTOMER 000536,43,Mass,Professional,Jaipur,Rajasthan,26.85822,75.7318,Low,2023-03-13,Y
CUST000537,SYNTHETIC CUSTOMER 000537,48,Mass,Student,Ahmedabad,Gujarat,23.03609,72.54947,Low,2019-07-05,Y
CUST000538,SYNTHETIC CUSTOMER 000538,29,Mass,Homemaker,Ahmedabad,Gujarat,23.05081,72.4633,Low,2024-09-21,Y
CUST000539,SYNTHETIC CUSTOMER 000539,61,Senior Citizen,Salaried,Chennai,Tamil Nadu,13.16656,80.28041,Medium,2025-07-03,Y
CUST000540,SYNTHETIC CUSTOMER 000540,44,Student,Homemaker,Kolkata,West Bengal,22.55495,88.31184,Low,2025-09-23,Y
CUST000541,SYNTHETIC CUSTOMER 000541,69,Mass,Self-employed,Mumbai,Maharashtra,19.12778,72.93579,Low,2019-06-27,Y
CUST000542,SYNTHETIC CUSTOMER 000542,69,Student,Professional,Hyderabad,Telangana,17.37836,78.49257,Low,2021-01-22,Y
CUST000543,SYNTHETIC CUSTOMER 000543,53,Mass,Student,Pune,Maharashtra,18.61991,73.8935,Low,2019-03-22,Y
CUST000544,SYNTHETIC CUSTOMER 000544,44,Mass,Retired,Kolkata,West Bengal,22.48822,88.36251,Low,2023-10-14,Y
CUST000545,SYNTHETIC CUSTOMER 000545,53,Mass,Homemaker,Kolkata,West Bengal,22.52301,88.32473,Low,2022-03-26,Y
CUST000546,SYNTHETIC CUSTOMER 000546,67,SME,Homemaker,Bengaluru,Karnataka,13.04843,77.59685,Low,2024-04-19,Y
CUST000547,SYNTHETIC CUSTOMER 000547,75,Mass,Professional,Kolkata,West Bengal,22.57457,88.46663,Low,2022-10-22,Y
CUST000548,SYNTHETIC CUSTOMER 000548,32,Mass,Retired,Chennai,Tamil Nadu,13.03193,80.37095,Medium,2019-03-18,Y
CUST000549,SYNTHETIC CUSTOMER 000549,41,Student,Salaried,Ahmedabad,Gujarat,23.12853,72.58848,Low,2021-01-06,Y
CUST000550,SYNTHETIC CUSTOMER 000550,64,SME,Self-employed,Hyderabad,Telangana,17.30261,78.44718,Low,2020-12-02,Y
CUST000551,SYNTHETIC CUSTOMER 000551,18,Senior Citizen,Homemaker,Mumbai,Maharashtra,19.09672,72.96701,Low,2023-07-16,Y
CUST000552,SYNTHETIC CUSTOMER 000552,49,Mass,Salaried,Delhi,Delhi,28.54395,77.13175,Low,2021-04-26,Y
CUST000553,SYNTHETIC CUSTOMER 000553,25,Mass,Self-employed,Ahmedabad,Gujarat,23.11774,72.63474,High,2021-04-20,Y
CUST000554,SYNTHETIC CUSTOMER 000554,19,Mass,Self-employed,Kochi,Kerala,9.933,76.36085,Low,2021-06-02,Y
CUST000555,SYNTHETIC CUSTOMER 000555,74,Mass,Professional,Ahmedabad,Gujarat,22.95199,72.60147,Low,2019-02-16,Y
CUST000556,SYNTHETIC CUSTOMER 000556,71,Mass,Self-employed,Jaipur,Rajasthan,26.99873,75.72234,Low,2024-03-12,Y
CUST000557,SYNTHETIC CUSTOMER 000557,19,Mass,Student,Mumbai,Maharashtra,19.14138,72.81705,Low,2022-12-14,Y
CUST000558,SYNTHETIC CUSTOMER 000558,56,SME,Professional,Mumbai,Maharashtra,18.97893,72.89887,Medium,2021-08-14,Y
CUST000559,SYNTHETIC CUSTOMER 000559,54,Mass,Homemaker,Hyderabad,Telangana,17.3349,78.38903,Low,2021-06-13,Y
CUST000560,SYNTHETIC CUSTOMER 000560,43,Affluent,Salaried,Delhi,Delhi,28.6012,77.20343,Medium,2024-10-13,Y
CUST000561,SYNTHETIC CUSTOMER 000561,57,Mass,Retired,Delhi,Delhi,28.61952,77.29052,Medium,2023-05-26,Y
CUST000562,SYNTHETIC CUSTOMER 000562,49,Student,Professional,Jaipur,Rajasthan,26.94888,75.74454,Low,2018-01-21,Y
CUST000563,SYNTHETIC CUSTOMER 000563,30,SME,Self-employed,Jaipur,Rajasthan,27.02566,75.67667,Low,2021-04-01,Y
CUST000564,SYNTHETIC CUSTOMER 000564,54,Affluent,Student,Kolkata,West Bengal,22.48656,88.36948,Low,2023-09-18,Y
CUST000565,SYNTHETIC CUSTOMER 000565,48,Mass,Self-employed,Kolkata,West Bengal,22.68707,88.31874,Low,2023-11-26,Y
CUST000566,SYNTHETIC CUSTOMER 000566,36,Senior Citizen,Student,Mumbai,Maharashtra,19.16434,72.89797,Medium,2022-07-30,Y
CUST000567,SYNTHETIC CUSTOMER 000567,26,Mass,Salaried,Bengaluru,Karnataka,12.99256,77.65845,Medium,2022-04-21,Y
CUST000568,SYNTHETIC CUSTOMER 000568,48,Mass,Self-employed,Kochi,Kerala,9.8888,76.36233,Medium,2025-06-03,Y
CUST000569,SYNTHETIC CUSTOMER 000569,71,Affluent,Professional,Kolkata,West Bengal,22.49247,88.396,Low,2022-11-22,Y
CUST000570,SYNTHETIC CUSTOMER 000570,42,Affluent,Self-employed,Kochi,Kerala,10.03517,76.38621,Low,2023-10-23,Y
CUST000571,SYNTHETIC CUSTOMER 000571,63,Mass,Homemaker,Ahmedabad,Gujarat,23.05256,72.68447,Low,2025-08-31,Y
CUST000572,SYNTHETIC CUSTOMER 000572,23,Student,Self-employed,Bengaluru,Karnataka,13.05459,77.48805,Low,2018-11-09,Y
CUST000573,SYNTHETIC CUSTOMER 000573,64,Senior Citizen,Professional,Bengaluru,Karnataka,12.97552,77.70033,Medium,2021-06-26,Y
CUST000574,SYNTHETIC CUSTOMER 000574,65,Mass,Homemaker,Jaipur,Rajasthan,27.01826,75.74198,Medium,2019-09-20,Y
CUST000575,SYNTHETIC CUSTOMER 000575,58,Mass,Professional,Hyderabad,Telangana,17.44901,78.556,High,2023-07-27,Y
CUST000576,SYNTHETIC CUSTOMER 000576,54,Mass,Self-employed,Chennai,Tamil Nadu,13.01693,80.19588,Low,2023-10-09,Y
CUST000577,SYNTHETIC CUSTOMER 000577,54,Mass,Professional,Kochi,Kerala,9.97972,76.23056,Low,2018-05-11,Y
CUST000578,SYNTHETIC CUSTOMER 000578,60,Senior Citizen,Professional,Mumbai,Maharashtra,19.07005,72.86984,Low,2022-05-21,Y
CUST000579,SYNTHETIC CUSTOMER 000579,52,Mass,Retired,Kolkata,West Bengal,22.45782,88.43811,Low,2020-11-20,Y
CUST000580,SYNTHETIC CUSTOMER 000580,67,Mass,Retired,Jaipur,Rajasthan,26.931,75.80964,Low,2024-03-02,Y
CUST000581,SYNTHETIC CUSTOMER 000581,69,Student,Self-employed,Chennai,Tamil Nadu,13.05774,80.26124,Low,2018-08-15,Y
CUST000582,SYNTHETIC CUSTOMER 000582,48,Mass,Salaried,Ahmedabad,Gujarat,22.99707,72.5024,Low,2020-09-16,Y
CUST000583,SYNTHETIC CUSTOMER 000583,65,Mass,Homemaker,Hyderabad,Telangana,17.27146,78.57924,High,2024-01-04,Y
CUST000584,SYNTHETIC CUSTOMER 000584,23,Mass,Retired,Mumbai,Maharashtra,19.11297,72.85987,Low,2022-10-23,Y
CUST000585,SYNTHETIC CUSTOMER 000585,24,Mass,Homemaker,Hyderabad,Telangana,17.36207,78.56036,Low,2024-03-15,Y
CUST000586,SYNTHETIC CUSTOMER 000586,63,Affluent,Retired,Ahmedabad,Gujarat,23.03091,72.53897,Low,2024-01-01,Y
CUST000587,SYNTHETIC CUSTOMER 000587,25,Mass,Salaried,Mumbai,Maharashtra,19.06646,72.76972,Medium,2019-04-15,Y
CUST000588,SYNTHETIC CUSTOMER 000588,64,Affluent,Student,Mumbai,Maharashtra,19.13328,72.81737,Low,2025-01-23,Y
CUST000589,SYNTHETIC CUSTOMER 000589,27,Mass,Salaried,Hyderabad,Telangana,17.43871,78.56169,Low,2024-11-14,Y
CUST000590,SYNTHETIC CUSTOMER 000590,62,Affluent,Self-employed,Kochi,Kerala,9.90102,76.2608,Medium,2021-02-08,Y
CUST000591,SYNTHETIC CUSTOMER 000591,56,Mass,Retired,Bengaluru,Karnataka,13.00397,77.49792,Medium,2023-06-27,Y
CUST000592,SYNTHETIC CUSTOMER 000592,27,Mass,Retired,Kolkata,West Bengal,22.63082,88.29445,Low,2018-03-08,Y
CUST000593,SYNTHETIC CUSTOMER 000593,55,Mass,Professional,Ahmedabad,Gujarat,22.98689,72.55497,Low,2025-09-29,Y
CUST000594,SYNTHETIC CUSTOMER 000594,54,Mass,Salaried,Pune,Maharashtra,18.60797,73.92075,Low,2021-07-05,Y
CUST000595,SYNTHETIC CUSTOMER 000595,36,Affluent,Retired,Pune,Maharashtra,18.50827,73.95844,Medium,2024-01-06,Y
CUST000596,SYNTHETIC CUSTOMER 000596,56,Affluent,Salaried,Kochi,Kerala,9.90931,76.15278,Low,2019-03-03,Y
CUST000597,SYNTHETIC CUSTOMER 000597,31,Mass,Salaried,Bengaluru,Karnataka,12.96181,77.63868,Low,2021-01-11,Y
CUST000598,SYNTHETIC CUSTOMER 000598,74,Student,Student,Hyderabad,Telangana,17.29404,78.55308,Low,2018-10-01,Y
CUST000599,SYNTHETIC CUSTOMER 000599,64,SME,Salaried,Kochi,Kerala,9.91029,76.22886,Low,2023-04-13,Y
CUST000600,SYNTHETIC CUSTOMER 000600,62,Mass,Retired,Ahmedabad,Gujarat,22.96857,72.45998,Low,2024-06-08,Y
CUST000601,SYNTHETIC CUSTOMER 000601,26,Mass,Homemaker,Chennai,Tamil Nadu,13.03286,80.24291,Low,2018-11-12,Y
CUST000602,SYNTHETIC CUSTOMER 000602,59,Mass,Retired,Kolkata,West Bengal,22.57866,88.28599,Low,2021-09-30,Y
CUST000603,SYNTHETIC CUSTOMER 000603,43,Mass,Salaried,Delhi,Delhi,28.72239,77.21078,Low,2022-12-18,Y
CUST000604,SYNTHETIC CUSTOMER 000604,65,Affluent,Salaried,Chennai,Tamil Nadu,13.16207,80.16598,Low,2024-07-09,Y
CUST000605,SYNTHETIC CUSTOMER 000605,37,Mass,Retired,Kochi,Kerala,9.95081,76.35397,Low,2024-10-03,Y
CUST000606,SYNTHETIC CUSTOMER 000606,34,Senior Citizen,Student,Chennai,Tamil Nadu,13.02247,80.21677,Medium,2019-09-18,Y
CUST000607,SYNTHETIC CUSTOMER 000607,39,Mass,Retired,Chennai,Tamil Nadu,13.09196,80.19454,Low,2024-10-14,Y
CUST000608,SYNTHETIC CUSTOMER 000608,67,Mass,Self-employed,Bengaluru,Karnataka,12.89283,77.51251,Low,2018-07-30,Y
CUST000609,SYNTHETIC CUSTOMER 000609,66,Mass,Retired,Chennai,Tamil Nadu,13.14563,80.24768,Low,2021-06-03,Y
CUST000610,SYNTHETIC CUSTOMER 000610,38,Mass,Retired,Kolkata,West Bengal,22.62996,88.43529,Low,2019-01-30,Y
CUST000611,SYNTHETIC CUSTOMER 000611,42,Senior Citizen,Professional,Chennai,Tamil Nadu,12.97617,80.23295,Low,2019-12-22,Y
CUST000612,SYNTHETIC CUSTOMER 000612,54,Mass,Student,Hyderabad,Telangana,17.42357,78.5003,Low,2022-09-27,Y
CUST000613,SYNTHETIC CUSTOMER 000613,61,Mass,Self-employed,Ahmedabad,Gujarat,22.96467,72.59627,High,2025-09-30,Y
CUST000614,SYNTHETIC CUSTOMER 000614,73,Senior Citizen,Professional,Pune,Maharashtra,18.59003,73.85478,Medium,2019-07-24,Y
CUST000615,SYNTHETIC CUSTOMER 000615,27,Mass,Homemaker,Ahmedabad,Gujarat,22.92003,72.60688,Low,2022-03-13,Y
CUST000616,SYNTHETIC CUSTOMER 000616,60,Affluent,Homemaker,Kolkata,West Bengal,22.64977,88.46599,Low,2017-12-27,Y
CUST000617,SYNTHETIC CUSTOMER 000617,38,Affluent,Salaried,Bengaluru,Karnataka,13.07443,77.63256,Medium,2023-09-29,Y
CUST000618,SYNTHETIC CUSTOMER 000618,31,Student,Homemaker,Ahmedabad,Gujarat,23.00973,72.5472,Low,2023-09-13,Y
CUST000619,SYNTHETIC CUSTOMER 000619,48,Student,Student,Hyderabad,Telangana,17.29188,78.47637,Low,2025-12-04,Y
CUST000620,SYNTHETIC CUSTOMER 000620,64,Senior Citizen,Student,Mumbai,Maharashtra,19.03359,72.79148,Low,2023-03-20,Y
CUST000621,SYNTHETIC CUSTOMER 000621,27,Mass,Professional,Pune,Maharashtra,18.59488,73.78029,Low,2024-10-11,Y
CUST000622,SYNTHETIC CUSTOMER 000622,52,Senior Citizen,Salaried,Bengaluru,Karnataka,12.99524,77.60065,Low,2024-03-26,Y
CUST000623,SYNTHETIC CUSTOMER 000623,26,Mass,Student,Ahmedabad,Gujarat,23.0321,72.68106,Low,2018-07-06,Y
CUST000624,SYNTHETIC CUSTOMER 000624,60,Mass,Homemaker,Delhi,Delhi,28.66441,77.19992,Low,2019-05-20,Y
CUST000625,SYNTHETIC CUSTOMER 000625,20,Mass,Homemaker,Bengaluru,Karnataka,12.90868,77.56982,Medium,2025-11-16,Y
CUST000626,SYNTHETIC CUSTOMER 000626,67,Mass,Retired,Bengaluru,Karnataka,13.01078,77.63492,Low,2022-03-02,Y
CUST000627,SYNTHETIC CUSTOMER 000627,26,Affluent,Student,Hyderabad,Telangana,17.33869,78.47138,Medium,2025-01-28,Y
CUST000628,SYNTHETIC CUSTOMER 000628,78,Affluent,Homemaker,Kolkata,West Bengal,22.49262,88.282,High,2018-05-18,Y
CUST000629,SYNTHETIC CUSTOMER 000629,78,Mass,Homemaker,Ahmedabad,Gujarat,22.92047,72.6214,Low,2018-07-07,Y
CUST000630,SYNTHETIC CUSTOMER 000630,26,Mass,Student,Kolkata,West Bengal,22.48223,88.42142,Medium,2018-06-20,Y
CUST000631,SYNTHETIC CUSTOMER 000631,74,Mass,Salaried,Kochi,Kerala,10.02972,76.22923,High,2022-12-15,Y
CUST000632,SYNTHETIC CUSTOMER 000632,44,Student,Retired,Ahmedabad,Gujarat,22.92775,72.63619,Low,2017-11-20,Y
CUST000633,SYNTHETIC CUSTOMER 000633,45,Affluent,Professional,Kochi,Kerala,9.83615,76.33472,Low,2018-01-22,Y
CUST000634,SYNTHETIC CUSTOMER 000634,41,Mass,Self-employed,Hyderabad,Telangana,17.43523,78.51161,Low,2021-08-04,Y
CUST000635,SYNTHETIC CUSTOMER 000635,69,Mass,Retired,Kolkata,West Bengal,22.56219,88.45773,Low,2021-12-26,Y
CUST000636,SYNTHETIC CUSTOMER 000636,59,Mass,Professional,Bengaluru,Karnataka,12.94792,77.55825,Low,2024-01-29,Y
CUST000637,SYNTHETIC CUSTOMER 000637,66,Affluent,Self-employed,Kochi,Kerala,9.87472,76.31708,Low,2022-01-27,Y
CUST000638,SYNTHETIC CUSTOMER 000638,52,Mass,Professional,Jaipur,Rajasthan,26.94083,75.68552,Low,2024-12-16,Y
CUST000639,SYNTHETIC CUSTOMER 000639,32,Senior Citizen,Student,Kochi,Kerala,9.82099,76.27882,Low,2018-07-09,Y
CUST000640,SYNTHETIC CUSTOMER 000640,44,Affluent,Retired,Kochi,Kerala,10.05081,76.19344,Low,2023-12-02,Y
CUST000641,SYNTHETIC CUSTOMER 000641,33,Mass,Homemaker,Bengaluru,Karnataka,12.99055,77.49779,Medium,2020-04-25,Y
CUST000642,SYNTHETIC CUSTOMER 000642,45,Mass,Professional,Kochi,Kerala,10.05019,76.15261,Low,2020-12-23,Y
CUST000643,SYNTHETIC CUSTOMER 000643,45,SME,Retired,Mumbai,Maharashtra,19.18226,72.99439,Low,2023-08-05,Y
CUST000644,SYNTHETIC CUSTOMER 000644,57,SME,Salaried,Hyderabad,Telangana,17.36429,78.40539,Low,2023-10-28,Y
CUST000645,SYNTHETIC CUSTOMER 000645,72,SME,Self-employed,Pune,Maharashtra,18.42341,73.82194,Low,2018-01-28,Y
CUST000646,SYNTHETIC CUSTOMER 000646,34,SME,Professional,Ahmedabad,Gujarat,23.04798,72.68708,Low,2025-05-05,Y
CUST000647,SYNTHETIC CUSTOMER 000647,24,Mass,Student,Jaipur,Rajasthan,27.01143,75.81123,Medium,2019-07-27,Y
CUST000648,SYNTHETIC CUSTOMER 000648,55,Mass,Self-employed,Hyderabad,Telangana,17.48106,78.48614,Low,2019-03-29,Y
CUST000649,SYNTHETIC CUSTOMER 000649,20,Mass,Retired,Ahmedabad,Gujarat,23.12249,72.67247,Low,2018-08-11,Y
CUST000650,SYNTHETIC CUSTOMER 000650,45,Mass,Homemaker,Delhi,Delhi,28.5844,77.20671,Low,2020-06-30,Y
CUST000651,SYNTHETIC CUSTOMER 000651,65,Mass,Professional,Hyderabad,Telangana,17.39527,78.52052,Medium,2025-06-20,Y
CUST000652,SYNTHETIC CUSTOMER 000652,76,SME,Salaried,Kolkata,West Bengal,22.56234,88.28847,Low,2023-07-10,Y
CUST000653,SYNTHETIC CUSTOMER 000653,75,Senior Citizen,Salaried,Hyderabad,Telangana,17.46027,78.56621,Low,2024-01-08,Y
CUST000654,SYNTHETIC CUSTOMER 000654,70,Mass,Self-employed,Pune,Maharashtra,18.46122,73.7392,Medium,2018-03-29,Y
CUST000655,SYNTHETIC CUSTOMER 000655,78,Affluent,Self-employed,Bengaluru,Karnataka,13.08088,77.64621,Low,2018-03-19,Y
CUST000656,SYNTHETIC CUSTOMER 000656,25,Mass,Salaried,Mumbai,Maharashtra,19.15594,72.80197,Low,2018-03-24,Y
CUST000657,SYNTHETIC CUSTOMER 000657,47,Senior Citizen,Student,Chennai,Tamil Nadu,13.11729,80.24461,Low,2024-04-15,Y
CUST000658,SYNTHETIC CUSTOMER 000658,27,Mass,Self-employed,Jaipur,Rajasthan,26.86861,75.69403,Low,2025-04-11,Y
CUST000659,SYNTHETIC CUSTOMER 000659,54,Mass,Salaried,Delhi,Delhi,28.58691,77.22507,Low,2023-06-28,Y
CUST000660,SYNTHETIC CUSTOMER 000660,47,Mass,Homemaker,Chennai,Tamil Nadu,13.17836,80.25971,Low,2021-12-19,Y
CUST000661,SYNTHETIC CUSTOMER 000661,26,Student,Retired,Jaipur,Rajasthan,26.87711,75.89335,Medium,2021-04-14,Y
CUST000662,SYNTHETIC CUSTOMER 000662,60,Affluent,Homemaker,Delhi,Delhi,28.58112,77.20021,Medium,2021-06-05,Y
CUST000663,SYNTHETIC CUSTOMER 000663,45,Affluent,Professional,Bengaluru,Karnataka,12.95792,77.64115,Low,2021-09-05,Y
CUST000664,SYNTHETIC CUSTOMER 000664,66,Student,Self-employed,Delhi,Delhi,28.56979,77.31292,Medium,2019-02-20,Y
CUST000665,SYNTHETIC CUSTOMER 000665,30,Mass,Student,Hyderabad,Telangana,17.49491,78.44051,Low,2025-04-07,Y
CUST000666,SYNTHETIC CUSTOMER 000666,28,Senior Citizen,Self-employed,Bengaluru,Karnataka,12.97935,77.62299,Low,2024-03-25,Y
CUST000667,SYNTHETIC CUSTOMER 000667,28,Mass,Retired,Pune,Maharashtra,18.54108,73.97377,Medium,2021-12-10,Y
CUST000668,SYNTHETIC CUSTOMER 000668,25,SME,Self-employed,Chennai,Tamil Nadu,13.15253,80.31124,High,2018-11-23,Y
CUST000669,SYNTHETIC CUSTOMER 000669,75,Mass,Professional,Jaipur,Rajasthan,26.90991,75.8847,Medium,2025-06-03,Y
CUST000670,SYNTHETIC CUSTOMER 000670,37,SME,Salaried,Mumbai,Maharashtra,19.17309,72.8489,Low,2025-08-08,Y
CUST000671,SYNTHETIC CUSTOMER 000671,76,Mass,Retired,Chennai,Tamil Nadu,13.15601,80.3699,Low,2020-04-19,Y
CUST000672,SYNTHETIC CUSTOMER 000672,73,Mass,Homemaker,Hyderabad,Telangana,17.41644,78.44612,High,2018-07-20,Y
CUST000673,SYNTHETIC CUSTOMER 000673,38,SME,Retired,Mumbai,Maharashtra,19.00223,72.95391,Low,2018-01-24,Y
CUST000674,SYNTHETIC CUSTOMER 000674,28,Student,Self-employed,Bengaluru,Karnataka,13.05225,77.54581,Low,2021-05-20,Y
CUST000675,SYNTHETIC CUSTOMER 000675,75,Mass,Student,Mumbai,Maharashtra,19.10476,72.95395,Low,2025-02-09,Y
CUST000676,SYNTHETIC CUSTOMER 000676,41,SME,Retired,Kolkata,West Bengal,22.63582,88.31913,Low,2023-11-15,Y
CUST000677,SYNTHETIC CUSTOMER 000677,42,Student,Student,Mumbai,Maharashtra,19.10773,72.85356,High,2025-11-06,Y
CUST000678,SYNTHETIC CUSTOMER 000678,19,Mass,Self-employed,Bengaluru,Karnataka,12.8896,77.67375,Low,2019-11-05,Y
CUST000679,SYNTHETIC CUSTOMER 000679,63,Mass,Student,Hyderabad,Telangana,17.33444,78.42314,Low,2020-06-18,Y
CUST000680,SYNTHETIC CUSTOMER 000680,41,Student,Self-employed,Kolkata,West Bengal,22.56625,88.24815,Low,2021-11-09,Y
CUST000681,SYNTHETIC CUSTOMER 000681,63,Senior Citizen,Self-employed,Kochi,Kerala,9.86808,76.34402,Low,2020-07-11,Y
CUST000682,SYNTHETIC CUSTOMER 000682,72,SME,Student,Chennai,Tamil Nadu,13.0764,80.2043,Medium,2025-12-21,Y
CUST000683,SYNTHETIC CUSTOMER 000683,51,SME,Self-employed,Mumbai,Maharashtra,19.02379,72.94747,Medium,2021-04-06,Y
CUST000684,SYNTHETIC CUSTOMER 000684,46,Mass,Self-employed,Kolkata,West Bengal,22.58586,88.38642,Low,2022-06-26,Y
CUST000685,SYNTHETIC CUSTOMER 000685,45,Affluent,Homemaker,Pune,Maharashtra,18.49533,73.81509,Low,2025-08-14,Y
CUST000686,SYNTHETIC CUSTOMER 000686,78,Mass,Self-employed,Bengaluru,Karnataka,12.87365,77.56108,Low,2022-01-01,Y
CUST000687,SYNTHETIC CUSTOMER 000687,70,Affluent,Salaried,Bengaluru,Karnataka,12.88977,77.65766,Low,2023-01-30,Y
CUST000688,SYNTHETIC CUSTOMER 000688,43,SME,Homemaker,Pune,Maharashtra,18.58413,73.85483,Low,2018-07-01,Y
CUST000689,SYNTHETIC CUSTOMER 000689,74,SME,Professional,Kolkata,West Bengal,22.66826,88.2833,Low,2023-08-15,Y
CUST000690,SYNTHETIC CUSTOMER 000690,43,Mass,Student,Delhi,Delhi,28.56239,77.09592,Low,2019-03-29,Y
CUST000691,SYNTHETIC CUSTOMER 000691,41,Student,Student,Delhi,Delhi,28.64938,77.14415,Low,2023-03-06,Y
CUST000692,SYNTHETIC CUSTOMER 000692,74,Mass,Salaried,Delhi,Delhi,28.50139,77.10101,Low,2025-11-18,Y
CUST000693,SYNTHETIC CUSTOMER 000693,75,Mass,Salaried,Mumbai,Maharashtra,18.99004,72.86736,Low,2023-09-17,Y
CUST000694,SYNTHETIC CUSTOMER 000694,35,SME,Student,Kochi,Kerala,9.94638,76.16249,Low,2018-04-01,Y
CUST000695,SYNTHETIC CUSTOMER 000695,63,Senior Citizen,Student,Hyderabad,Telangana,17.38,78.55917,Low,2025-09-25,Y
CUST000696,SYNTHETIC CUSTOMER 000696,75,Mass,Homemaker,Jaipur,Rajasthan,26.92465,75.70227,Low,2018-11-02,Y
CUST000697,SYNTHETIC CUSTOMER 000697,74,Mass,Student,Pune,Maharashtra,18.62233,73.89161,Low,2020-12-13,Y
CUST000698,SYNTHETIC CUSTOMER 000698,77,Affluent,Student,Hyderabad,Telangana,17.49115,78.54423,Low,2018-05-03,Y
CUST000699,SYNTHETIC CUSTOMER 000699,69,Student,Professional,Mumbai,Maharashtra,18.99065,72.77503,Low,2022-07-27,Y
CUST000700,SYNTHETIC CUSTOMER 000700,22,Student,Homemaker,Bengaluru,Karnataka,12.96022,77.50315,Low,2021-12-30,Y
CUST000701,SYNTHETIC CUSTOMER 000701,66,Student,Retired,Ahmedabad,Gujarat,22.92602,72.61666,Low,2019-01-19,Y
CUST000702,SYNTHETIC CUSTOMER 000702,38,Senior Citizen,Salaried,Kochi,Kerala,9.99772,76.35241,Low,2023-07-30,Y
CUST000703,SYNTHETIC CUSTOMER 000703,59,Mass,Professional,Kochi,Kerala,9.87197,76.17554,Low,2020-03-18,Y
CUST000704,SYNTHETIC CUSTOMER 000704,75,SME,Homemaker,Pune,Maharashtra,18.49081,73.80925,Low,2023-07-02,Y
CUST000705,SYNTHETIC CUSTOMER 000705,49,Affluent,Retired,Kochi,Kerala,9.97894,76.15223,Low,2020-02-12,Y
CUST000706,SYNTHETIC CUSTOMER 000706,76,Mass,Professional,Kolkata,West Bengal,22.67529,88.27691,Low,2025-09-26,Y
CUST000707,SYNTHETIC CUSTOMER 000707,62,Mass,Homemaker,Bengaluru,Karnataka,12.94085,77.59705,Low,2025-11-14,Y
CUST000708,SYNTHETIC CUSTOMER 000708,42,Mass,Self-employed,Ahmedabad,Gujarat,23.05299,72.65749,Low,2025-03-18,Y
CUST000709,SYNTHETIC CUSTOMER 000709,78,Student,Student,Pune,Maharashtra,18.46339,73.75102,Low,2021-03-01,Y
CUST000710,SYNTHETIC CUSTOMER 000710,36,Mass,Professional,Bengaluru,Karnataka,12.86961,77.61856,Low,2021-04-29,Y
