account_id,customer_id,account_type,account_status,opening_balance_inr,currency,open_date,home_branch_city
ACC00000338,CUST000338,Savings,Active,5062.31,INR,2022-12-07,Mumbai
ACC00000339,CUST000339,Savings,Active,109858.53,INR,2021-01-12,Hyderabad
ACC00000340,CUST000340,Current,Active,178817.0,INR,2020-12-10,Delhi
ACC00000341,CUST000341,Salary,Active,277047.41,INR,2023-01-26,Hyderabad
ACC00000342,CUST000342,Savings,Active,81621.75,INR,2023-11-14,Bengaluru
ACC00000343,CUST000343,Savings,Dormant,24055.44,INR,2025-01-16,Mumbai
ACC00000344,CUST000344,Savings,Active,108852.42,INR,2025-12-12,Bengaluru
ACC00000345,CUST000345,Salary,Active,262401.81,INR,2023-01-20,Chennai
ACC00000346,CUST000346,Savings,Dormant,9642.14,INR,2021-02-10,Mumbai
ACC00000347,CUST000347,Savings,Active,301522.82,INR,2019-06-18,Mumbai
ACC00000348,CUST000348,Savings,Active,142392.32,INR,2019-05-06,Mumbai
ACC00000349,CUST000349,Current,Dormant,15479.62,INR,2025-01-02,Mumbai
ACC00000350,CUST000350,Savings,Active,35491.76,INR,2020-04-04,Hyderabad
ACC00000351,CUST000351,Salary,Active,65139.92,INR,2022-09-30,Delhi
ACC00000352,CUST000352,Savings,Dormant,28198.61,INR,2019-08-19,Bengaluru
ACC00000353,CUST000353,Current,Dormant,8460.41,INR,2023-01-13,Bengaluru
ACC00000354,CUST000354,Current,Dormant,9163.56,INR,2022-08-11,Chennai
ACC00000355,CUST000355,Savings,Dormant,101898.31,INR,2024-05-06,Delhi
ACC00000356,CUST000356,Salary,Dormant,19581.77,INR,2021-05-06,Delhi
ACC00000357,CUST000357,Savings,Dormant,48771.7,INR,2025-10-09,Hyderabad
ACC00000358,CUST000358,Current,Active,82362.8,INR,2023-09-07,Bengaluru
ACC00000359,CUST000359,Savings,Active,19385.3,INR,2020-05-11,Mumbai
ACC00000360,CUST000360,Salary,Active,76573.13,INR,2025-06-10,Delhi
ACC00000361,CUST000361,Savings,Active,120600.62,INR,2024-04-11,Bengaluru
ACC00000362,CUST000362,Current,Dormant,36108.85,INR,2023-06-13,Hyderabad
ACC00000363,CUST000363,Savings,Dormant,12820.31,INR,2025-08-04,Hyderabad
ACC00000364,CUST000364,Savings,Active,47040.41,INR,2021-06-21,Hyderabad
ACC00000365,CUST000365,Current,Dormant,33162.49,INR,2020-05-04,Mumbai
ACC00000366,CUST000366,Savings,Active,78045.35,INR,2022-01-29,Bengaluru
ACC00000367,CUST000367,Savings,Dormant,24995.3,INR,2019-05-30,Chennai
ACC00000368,CUST000368,Savings,Active,11705.44,INR,2019-09-27,Bengaluru
ACC00000369,CUST000369,Current,Active,13953.08,INR,2019-05-24,Delhi
ACC00000370,CUST000370,Savings,Active,25673.63,INR,2021-10-10,Delhi
ACC00000371,CUST000371,Current,Active,174109.81,INR,2019-09-18,Mumbai
ACC00000372,CUST000372,Savings,Active,36550.09,INR,2022-03-12,Delhi
ACC00000373,CUST000373,Salary,Active,37256.8,INR,2025-09-13,Mumbai
ACC00000374,CUST000374,Salary,Active,27718.18,INR,2025-04-29,Bengaluru
ACC00000375,CUST000375,Savings,Active,15290.61,INR,2024-05-29,Bengaluru
ACC00000376,CUST000376,Savings,Active,68843.32,INR,2019-06-12,Chennai
ACC00000377,CUST000377,Savings,Active,8492.83,INR,2020-11-06,Chennai
ACC00000378,CUST000378,Salary,Dormant,47215.75,INR,2024-08-15,Bengaluru
ACC00000379,CUST000379,Savings,Dormant,82571.07,INR,2021-12-08,Mumbai
ACC00000380,CUST000380,Savings,Active,33331.6,INR,2024-07-30,Bengaluru
ACC00000381,CUST000381,Savings,Active,8005.97,INR,2020-03-16,Mumbai
ACC00000382,CUST000382,Savings,Active,111690.88,INR,2023-10-19,Hyderabad
ACC00000383,CUST000383,Savings,Dormant,28119.61,INR,2024-12-07,Delhi
ACC00000384,CUST000384,Savings,Active,17314.04,INR,2020-12-02,Delhi
ACC00000385,CUST000385,Savings,Dormant,7284.26,INR,2021-01-07,Hyderabad
ACC00000386,CUST000386,Savings,Active,46832.58,INR,2022-09-28,Bengaluru
ACC00000387,CUST000387,Current,Dormant,11868.03,INR,2019-04-13,Bengaluru
ACC00000388,CUST000388,Savings,Active,8848.1,INR,2025-12-06,Bengaluru
ACC00000389,CUST000389,Savings,Active,13082.1,INR,2024-01-20,Bengaluru
ACC00000390,CUST000390,Savings,Active,50305.73,INR,2022-06-10,Chennai
ACC00000391,CUST000391,Savings,Active,15630.56,INR,2024-02-17,Chennai
ACC00000392,CUST000392,Savings,Active,152792.85,INR,2023-09-24,Delhi
ACC00000393,CUST000393,Savings,Active,28055.54,INR,2021-03-24,Delhi
ACC00000394,CUST000394,Current,Active,28611.92,INR,2024-11-25,Mumbai
ACC00000395,CUST000395,Savings,Active,20380.02,INR,2020-09-17,Chennai
ACC00000396,CUST000396,Salary,Dormant,19949.66,INR,2021-04-28,Hyderabad
ACC00000397,CUST000397,Savings,Active,115496.14,INR,2019-08-23,Mumbai
ACC00000398,CUST000398,Savings,Dormant,28937.66,INR,2022-08-04,Mumbai
ACC00000399,CUST000399,Savings,Active,12663.86,INR,2020-03-11,Mumbai
ACC00000400,CUST000400,Savings,Dormant,12097.47,INR,2024-03-23,Chennai
ACC00000401,CUST000401,Savings,Active,593945.63,INR,2021-08-15,Chennai
ACC00000402,CUST000402,Savings,Active,9475.89,INR,2023-07-28,Delhi
ACC00000403,CUST000403,Current,Active,53761.09,INR,2021-07-23,Mumbai
ACC00000404,CUST000404,Savings,Active,25096.39,INR,2024-11-17,Hyderabad
ACC00000405,CUST000405,Savings,Active,24236.48,INR,2021-08-17,Bengaluru
ACC00000406,CUST000406,Salary,Active,37404.39,INR,2024-02-15,Hyderabad
ACC00000407,CUST000407,Savings,Active,16100.0,INR,2021-06-30,Bengaluru
ACC00000408,CUST000408,Salary,Active,11512.81,INR,2019-12-29,Chennai
ACC00000409,CUST000409,Current,Dormant,2598.11,INR,2025-04-01,Bengaluru
ACC00000410,CUST000410,Savings,Dormant,44673.4,INR,2023-04-11,Chennai
ACC00000411,CUST000411,Savings,Active,49583.62,INR,2020-03-01,Delhi
ACC00000412,CUST000412,Salary,Active,24355.61,INR,2023-11-06,Mumbai
ACC00000413,CUST000413,Savings,Active,44517.69,INR,2022-08-10,Bengaluru
ACC00000414,CUST000414,Savings,Active,58967.68,INR,2019-05-02,Chennai
ACC00000415,CUST000415,Salary,Active,42544.28,INR,2025-11-11,Chennai
ACC00000416,CUST000416,Current,Active,52184.09,INR,2025-05-11,Delhi
ACC00000417,CUST000417,Salary,Dormant,99433.72,INR,2019-06-08,Mumbai
ACC00000418,CUST000418,Savings,Dormant,56244.25,INR,2022-07-21,Mumbai
ACC00000419,CUST000419,Savings,Active,7930.14,INR,2020-12-14,Chennai
ACC00000420,CUST000420,Savings,Active,4255.41,INR,2021-10-08,Mumbai
ACC00000421,CUST000421,Savings,Active,6323.73,INR,2020-07-22,Delhi
ACC00000422,CUST000422,Salary,Active,9667.02,INR,2019-04-04,Mumbai
ACC00000423,CUST000423,Current,Active,11083.91,INR,2022-02-06,Delhi
ACC00000424,CUST000424,Salary,Dormant,15525.53,INR,2019-12-11,Hyderabad
ACC00000425,CUST000425,Savings,Active,14098.5,INR,2024-06-25,Chennai
ACC00000426,CUST000426,Savings,Active,111370.49,INR,2024-09-16,Bengaluru
ACC00000427,CUST000427,Salary,Dormant,5332.42,INR,2022-06-03,Bengaluru
ACC00000428,CUST000428,Savings,Active,38644.23,INR,2019-04-16,Bengaluru
ACC00000429,CUST000429,Salary,Active,4515.69,INR,2020-07-16,Delhi
ACC00000430,CUST000430,Savings,Active,57717.05,INR,2019-07-01,Mumbai
ACC00000431,CUST000431,Salary,Active,72134.8,INR,2025-05-17,Mumbai
ACC00000432,CUST000432,Savings,Dormant,11635.63,INR,2024-12-31,Delhi
ACC00000433,CUST000433,Savings,Active,23984.54,INR,2021-09-13,Delhi
ACC00000434,CUST000434,Savings,Active,38914.41,INR,2024-09-09,Hyderabad
ACC00000435,CUST000435,Savings,Active,38598.5,INR,2020-01-07,Delhi
ACC00000436,CUST000436,Salary,Active,12529.77,INR,2019-04-03,Chennai
ACC00000437,CUST000437,Savings,Active,10315.53,INR,2019-12-30,Hyderabad
ACC00000438,CUST000438,Savings,Active,119564.87,INR,2025-02-19,Bengaluru
ACC00000439,CUST000439,Salary,Active,17492.38,INR,2021-10-05,Mumbai
ACC00000440,CUST000440,Salary,Dormant,61108.74,INR,2023-12-24,Bengaluru
ACC00000441,CUST000441,Savings,Dormant,43220.64,INR,2023-12-15,Delhi
ACC00000442,CUST000442,Salary,Dormant,32312.37,INR,2020-04-20,Hyderabad
ACC00000443,CUST000443,Savings,Active,37412.43,INR,2020-02-19,Hyderabad
ACC00000444,CUST000444,Current,Active,10599.42,INR,2022-10-02,Bengaluru
ACC00000445,CUST000445,Savings,Active,5592.8,INR,2025-12-12,Bengaluru
ACC00000446,CUST000446,Savings,Active,11969.98,INR,2021-03-15,Hyderabad
ACC00000447,CUST000447,Savings,Active,12997.18,INR,2024-09-03,Delhi
ACC00000448,CUST000448,Savings,Dormant,19940.88,INR,2022-10-05,Bengaluru
ACC00000449,CUST000449,Current,Active,46200.23,INR,2023-11-22,Chennai
ACC00000450,CUST000450,Current,Active,17464.11,INR,2023-07-09,Bengaluru
ACC00000451,CUST000451,Savings,Active,17533.4,INR,2021-03-05,Hyderabad
ACC00000452,CUST000452,Savings,Active,29108.7,INR,2019-06-15,Delhi
ACC00000453,CUST000453,Current,Active,14076.74,INR,2025-07-07,Hyderabad
ACC00000454,CUST000454,Savings,Active,3556.3,INR,2024-02-19,Chennai
ACC00000455,CUST000455,Savings,Active,10929.19,INR,2023-09-08,Hyderabad
ACC00000456,CUST000456,Savings,Active,16687.56,INR,2025-06-30,Chennai
ACC00000457,CUST000457,Savings,Active,35808.9,INR,2024-07-04,Delhi
ACC00000458,CUST000458,Savings,Dormant,152641.4,INR,2023-07-14,Bengaluru
ACC00000459,CUST000459,Savings,Active,221823.22,INR,2025-10-08,Bengaluru
ACC00000460,CUST000460,Current,Active,6315.51,INR,2024-11-20,Delhi
ACC00000461,CUST000461,Salary,Active,40132.48,INR,2023-09-27,Hyderabad
ACC00000462,CUST000462,Salary,Dormant,29299.84,INR,2024-06-01,Mumbai
ACC00000463,CUST000463,Savings,Active,50205.28,INR,2023-06-28,Mumbai
ACC00000464,CUST000464,Savings,Active,63301.24,INR,2022-12-19,Delhi
ACC00000465,CUST000465,Savings,Active,17061.92,INR,2024-07-29,Hyderabad
ACC00000466,CUST000466,Savings,Active,26176.91,INR,2019-06-29,Delhi
ACC00000467,CUST000467,Salary,Dormant,17827.21,INR,2023-04-15,Hyderabad
ACC00000468,CUST000468,Savings,Active,35157.6,INR,2025-09-01,Hyderabad
ACC00000469,CUST000469,Current,Active,7506.11,INR,2024-10-04,Hyderabad
ACC00000470,CUST000470,Current,Dormant,113952.11,INR,2024-03-31,Bengaluru
ACC00000471,CUST000471,Savings,Dormant,24863.57,INR,2024-02-27,Mumbai
ACC00000472,CUST000472,Salary,Active,13752.1,INR,2022-12-27,Mumbai
ACC00000473,CUST000473,Savings,Active,39544.08,INR,2020-05-17,Hyderabad
ACC00000474,CUST000474,Savings,Active,84495.76,INR,2020-12-27,Hyderabad
ACC00000475,CUST000475,Salary,Active,52140.56,INR,2020-05-30,Mumbai
ACC00000476,CUST000476,Savings,Dormant,36314.0,INR,2025-07-24,Bengaluru
ACC00000477,CUST000477,Savings,Active,141536.29,INR,2024-10-28,Bengaluru
ACC00000478,CUST000478,Savings,Dormant,12481.03,INR,2023-08-16,Delhi
ACC00000479,CUST000479,Savings,Dormant,14421.85,INR,2022-12-24,Bengaluru
ACC00000480,CUST000480,Salary,Active,88049.21,INR,2024-02-29,Hyderabad
ACC00000481,CUST000481,Savings,Active,31489.7,INR,2025-11-05,Hyderabad
ACC00000482,CUST000482,Savings,Active,119818.05,INR,2022-02-07,Hyderabad
ACC00000483,CUST000483,Current,Dormant,21430.26,INR,2020-02-21,Bengaluru
ACC00000484,CUST000484,Savings,Active,23164.88,INR,2025-01-09,Mumbai
ACC00000485,CUST000485,Savings,Dormant,187237.31,INR,2019-10-27,Delhi
ACC00000486,CUST000486,Savings,Active,6968.97,INR,2023-01-02,Bengaluru
ACC00000487,CUST000487,Current,Dormant,114143.14,INR,2024-07-24,Delhi
ACC00000488,CUST000488,Savings,Active,130488.29,INR,2022-05-23,Hyderabad
ACC00000489,CUST000489,Savings,Active,43397.78,INR,2023-11-30,Hyderabad
ACC00000490,CUST000490,Savings,Active,12653.9,INR,2024-12-18,Mumbai
ACC00000491,CUST000491,Savings,Active,7525.61,INR,2024-09-09,Bengaluru
ACC00000492,CUST000492,Savings,Active,11568.71,INR,2025-01-26,Hyderabad
ACC00000493,CUST000493,Savings,Active,14493.63,INR,2024-02-24,Hyderabad
ACC00000494,CUST000494,Salary,Active,12269.09,INR,2019-06-05,Delhi
ACC00000495,CUST000495,Savings,Active,10395.28,INR,2023-08-11,Delhi
ACC00000496,CUST000496,Savings,Active,15512.21,INR,2023-10-14,Hyderabad
ACC00000497,CUST000497,Salary,Active,9557.52,INR,2020-10-29,Bengaluru
ACC00000498,CUST000498,Savings,Active,18298.23,INR,2021-08-05,Bengaluru
ACC00000499,CUST000499,Salary,Active,13366.21,INR,2019-12-24,Mumbai
ACC00000500,CUST000500,Savings,Active,31655.61,INR,2019-06-16,Delhi
ACC00000501,CUST000501,Savings,Active,59256.78,INR,2025-02-17,Mumbai
ACC00000502,CUST000502,Salary,Active,75940.64,INR,2024-07-19,Hyderabad
ACC00000503,CUST000503,Savings,Active,24958.63,INR,2020-11-02,Hyderabad
ACC00000504,CUST000504,Current,Dormant,3775.95,INR,2023-10-31,Bengaluru
ACC00000505,CUST000505,Savings,Active,31873.84,INR,2023-06-20,Chennai
ACC00000506,CUST000506,Current,Active,171317.36,INR,2024-02-05,Bengaluru
ACC00000507,CUST000507,Savings,Active,2549.81,INR,2020-09-10,Chennai
ACC00000508,CUST000508,Savings,Active,13783.4,INR,2022-03-30,Delhi
ACC00000509,CUST000509,Savings,Active,25932.09,INR,2024-05-07,Delhi
ACC00000510,CUST000510,Salary,Dormant,201659.15,INR,2020-02-05,Hyderabad
ACC00000511,CUST000511,Savings,Active,46686.32,INR,2025-11-29,Delhi
ACC00000512,CUST000512,Current,Active,24315.34,INR,2025-05-30,Delhi
ACC00000513,CUST000513,Savings,Active,7674.45,INR,2025-08-24,Delhi
ACC00000514,CUST000514,Savings,Active,39849.83,INR,2022-08-18,Bengaluru
ACC00000515,CUST000515,Savings,Dormant,53425.85,INR,2021-05-28,Delhi
ACC00000516,CUST000516,Savings,Dormant,3846.56,INR,2025-05-25,Mumbai
ACC00000517,CUST000517,Savings,Active,84795.54,INR,2020-03-20,Hyderabad
ACC00000518,CUST000518,Salary,Active,27346.49,INR,2021-06-20,Delhi
ACC00000519,CUST000519,Current,Active,10821.52,INR,2020-08-31,Delhi
ACC00000520,CUST000520,Savings,Active,9252.64,INR,2021-01-08,Mumbai
ACC00000521,CUST000521,Savings,Active,13932.25,INR,2020-11-07,Hyderabad
ACC00000522,CUST000522,Savings,Dormant,89131.92,INR,2025-04-01,Mumbai
ACC00000523,CUST000523,Salary,Active,50792.73,INR,2025-04-24,Chennai
ACC00000524,CUST000524,Savings,Active,12646.46,INR,2024-03-10,Delhi
ACC00000525,CUST000525,Savings,Dormant,25870.33,INR,2020-05-22,Bengaluru
ACC00000526,CUST000526,Salary,Active,18512.45,INR,2021-08-17,Bengaluru
ACC00000527,CUST000527,Savings,Active,39383.49,INR,2025-09-02,Mumbai
ACC00000528,CUST000528,Savings,Dormant,41541.18,INR,2024-07-21,Bengaluru
ACC00000529,CUST000529,Savings,Dormant,49092.75,INR,2025-10-20,Chennai
ACC00000530,CUST000530,Savings,Active,23966.48,INR,2023-06-17,Delhi
ACC00000531,CUST000531,Savings,Active,16124.03,INR,2023-03-15,Chennai
ACC00000532,CUST000532,Savings,Active,13661.82,INR,2021-05-26,Chennai
ACC00000533,CUST000533,Salary,Active,17422.4,INR,2020-05-30,Mumbai
ACC00000534,CUST000534,Savings,Active,23748.04,INR,2025-09-18,Chennai
ACC00000535,CUST000535,Savings,Active,23237.05,INR,2024-03-08,Delhi
ACC00000536,CUST000536,Savings,Active,345774.09,INR,2022-07-25,Chennai
ACC00000537,CUST000537,Savings,Active,76150.29,INR,2025-04-15,Delhi
ACC00000538,CUST000538,Savings,Dormant,37239.63,INR,2019-07-03,Bengaluru
ACC00000539,CUST000539,Savings,Dormant,35078.54,INR,2024-09-26,Chennai
ACC00000540,CUST000540,Savings,Dormant,6602.85,INR,2021-10-21,Delhi
ACC00000541,CUST000541,Savings,Active,16349.04,INR,2021-09-25,Mumbai
ACC00000542,CUST000542,Savings,Active,18212.62,INR,2022-04-27,Hyderabad
ACC00000543,CUST000543,Savings,Active,3087.99,INR,2019-12-23,Hyderabad
ACC00000544,CUST000544,Salary,Active,10814.57,INR,2024-08-03,Mumbai
ACC00000545,CUST000545,Salary,Active,40511.9,INR,2025-03-06,Bengaluru
ACC00000546,CUST000546,Savings,Dormant,142877.45,INR,2021-10-02,Bengaluru
ACC00000547,CUST000547,Savings,Active,17221.03,INR,2025-07-15,Hyderabad
ACC00000548,CUST000548,Savings,Active,37511.0,INR,2025-09-12,Chennai
ACC00000549,CUST000549,Savings,Active,33261.06,INR,2024-08-29,Delhi
ACC00000550,CUST000550,Current,Active,42616.4,INR,2025-07-29,Delhi
ACC00000551,CUST000551,Savings,Active,40326.33,INR,2020-06-08,Bengaluru
ACC00000552,CUST000552,Savings,Active,61952.11,INR,2022-02-04,Delhi
ACC00000553,CUST000553,Savings,Active,88751.59,INR,2024-01-12,Delhi
ACC00000554,CUST000554,Savings,Dormant,14774.66,INR,2021-03-28,Delhi
ACC00000555,CUST000555,Savings,Active,33462.83,INR,2021-10-02,Mumbai
ACC00000556,CUST000556,Savings,Active,77175.49,INR,2025-11-08,Mumbai
ACC00000557,CUST000557,Savings,Dormant,266374.68,INR,2024-07-14,Bengaluru
ACC00000558,CUST000558,Savings,Active,7114.67,INR,2021-03-28,Chennai
ACC00000559,CUST000559,Salary,Active,32943.09,INR,2021-09-19,Mumbai
ACC00000560,CUST000560,Current,Active,38832.76,INR,2024-12-08,Chennai
ACC00000561,CUST000561,Savings,Active,6041.08,INR,2024-04-26,Mumbai
ACC00000562,CUST000562,Current,Active,25196.92,INR,2024-10-29,Delhi
ACC00000563,CUST000563,Savings,Active,26315.2,INR,2019-11-15,Delhi
ACC00000564,CUST000564,Savings,Active,15390.73,INR,2022-04-21,Hyderabad
ACC00000565,CUST000565,Savings,Active,15224.38,INR,2025-04-27,Chennai
ACC00000566,CUST000566,Salary,Active,10125.58,INR,2025-02-19,Chennai
ACC00000567,CUST000567,Savings,Dormant,65207.64,INR,2023-08-29,Hyderabad
ACC00000568,CUST000568,Savings,Active,21115.82,INR,2023-04-22,Chennai
ACC00000569,CUST000569,Savings,Dormant,258933.53,INR,2023-03-13,Mumbai
ACC00000570,CUST000570,Savings,Active,21815.45,INR,2022-04-28,Mumbai
ACC00000571,CUST000571,Salary,Active,26066.3,INR,2025-07-30,Bengaluru
ACC00000572,CUST000572,Salary,Active,45561.61,INR,2023-10-30,Chennai
ACC00000573,CUST000573,Savings,Active,17470.49,INR,2020-05-19,Hyderabad
ACC00000574,CUST000574,Savings,Active,18233.78,INR,2019-08-28,Delhi
ACC00000575,CUST000575,Salary,Active,41711.13,INR,2022-07-22,Hyderabad
ACC00000576,CUST000576,Current,Active,12263.33,INR,2024-12-20,Delhi
ACC00000577,CUST000577,Current,Active,51087.59,INR,2024-12-27,Chennai
ACC00000578,CUST000578,Savings,Active,18916.62,INR,2022-05-23,Mumbai
ACC00000579,CUST000579,Current,Dormant,45499.84,INR,2023-04-11,Bengaluru
ACC00000580,CUST000580,Salary,Active,35229.68,INR,2019-08-21,Hyderabad
ACC00000581,CUST000581,Savings,Active,18569.93,INR,2021-02-09,Mumbai
ACC00000582,CUST000582,Current,Active,149242.69,INR,2021-08-29,Hyderabad
ACC00000583,CUST000583,Savings,Active,55734.37,INR,2019-04-15,Delhi
ACC00000584,CUST000584,Savings,Active,9916.97,INR,2021-04-11,Hyderabad
ACC00000585,CUST000585,Savings,Dormant,12965.37,INR,2025-11-16,Delhi
ACC00000586,CUST000586,Savings,Active,14551.25,INR,2019-05-22,Bengaluru
ACC00000587,CUST000587,Savings,Active,41260.64,INR,2025-09-28,Chennai
ACC00000588,CUST000588,Savings,Dormant,28815.68,INR,2021-03-04,Bengaluru
ACC00000589,CUST000589,Savings,Active,56416.31,INR,2025-02-12,Delhi
ACC00000590,CUST000590,Savings,Active,7771.61,INR,2021-07-15,Hyderabad
ACC00000591,CUST000591,Savings,Active,7909.98,INR,2020-11-03,Chennai
ACC00000592,CUST000592,Savings,Active,10634.64,INR,2020-07-20,Chennai
ACC00000593,CUST000593,Current,Active,49130.2,INR,2021-10-18,Chennai
ACC00000594,CUST000594,Savings,Active,30716.72,INR,2022-06-04,Bengaluru
ACC00000595,CUST000595,Savings,Active,292753.46,INR,2021-09-15,Chennai
ACC00000596,CUST000596,Savings,Active,9936.51,INR,2021-11-08,Mumbai
ACC00000597,CUST000597,Savings,Active,136341.61,INR,2024-03-21,Hyderabad
ACC00000598,CUST000598,Savings,Dormant,14584.08,INR,2025-07-23,Bengaluru
ACC00000599,CUST000599,Savings,Active,51117.32,INR,2020-11-13,Delhi
ACC00000600,CUST000600,Savings,Active,11515.15,INR,2019-09-08,Bengaluru
ACC00000601,CUST000601,Savings,Active,31813.89,INR,2020-04-20,Chennai
ACC00000602,CUST000602,Savings,Active,18187.21,INR,2024-08-31,Hyderabad
ACC00000603,CUST000603,Current,Active,32744.12,INR,2025-05-18,Delhi
ACC00000604,CUST000604,Savings,Dormant,28034.93,INR,2020-10-19,Mumbai
ACC00000605,CUST000605,Savings,Dormant,52949.54,INR,2025-12-31,Bengaluru
ACC00000606,CUST000606,Savings,Active,27283.67,INR,2020-07-15,Mumbai
ACC00000607,CUST000607,Savings,Active,47721.26,INR,2020-01-22,Delhi
ACC00000608,CUST000608,Savings,Active,255024.26,INR,2020-09-17,Bengaluru
ACC00000609,CUST000609,Salary,Active,7403.34,INR,2025-10-15,Hyderabad
ACC00000610,CUST000610,Savings,Active,27866.06,INR,2024-03-16,Bengaluru
ACC00000611,CUST000611,Savings,Active,1434.11,INR,2025-03-05,Bengaluru
ACC00000612,CUST000612,Current,Active,39275.66,INR,2021-12-15,Delhi
ACC00000613,CUST000613,Savings,Dormant,4793.54,INR,2025-06-20,Chennai
ACC00000614,CUST000614,Savings,Active,19816.72,INR,2019-09-30,Mumbai
ACC00000615,CUST000615,Current,Dormant,18766.79,INR,2025-10-07,Delhi
ACC00000616,CUST000616,Current,Active,56583.54,INR,2022-07-19,Hyderabad
ACC00000617,CUST000617,Savings,Active,14954.49,INR,2022-01-08,Mumbai
ACC00000618,CUST000618,Savings,Active,83654.87,INR,2020-04-28,Chennai
ACC00000619,CUST000619,Salary,Active,18866.46,INR,2022-01-11,Bengaluru
ACC00000620,CUST000620,Savings,Active,27921.62,INR,2025-04-27,Chennai
ACC00000621,CUST000621,Savings,Active,11483.98,INR,2022-05-28,Mumbai
ACC00000622,CUST000622,Savings,Dormant,9383.95,INR,2025-04-06,Mumbai
ACC00000623,CUST000623,Current,Active,54754.98,INR,2024-08-05,Hyderabad
ACC00000624,CUST000624,Salary,Active,29167.41,INR,2022-04-30,Delhi
ACC00000625,CUST000625,Savings,Dormant,34186.71,INR,2020-12-08,Hyderabad
ACC00000626,CUST000626,Current,Dormant,49647.48,INR,2025-09-20,Chennai
ACC00000627,CUST000627,Savings,Active,104046.94,INR,2025-10-26,Hyderabad
ACC00000628,CUST000628,Savings,Active,5605.01,INR,2019-12-10,Chennai
ACC00000629,CUST000629,Savings,Active,7461.75,INR,2023-04-15,Delhi
ACC00000630,CUST000630,Savings,Active,9200.12,INR,2025-11-19,Mumbai
ACC00000631,CUST000631,Savings,Dormant,58614.71,INR,2019-06-12,Hyderabad
ACC00000632,CUST000632,Savings,Active,38504.17,INR,2022-01-03,Mumbai
ACC00000633,CUST000633,Savings,Dormant,25516.06,INR,2025-07-14,Chennai
ACC00000634,CUST000634,Savings,Dormant,39736.65,INR,2020-11-02,Chennai
ACC00000635,CUST000635,Salary,Active,61860.63,INR,2022-11-26,Delhi
ACC00000636,CUST000636,Current,Active,12791.73,INR,2022-06-16,Bengaluru
ACC00000637,CUST000637,Savings,Active,16360.81,INR,2024-02-12,Bengaluru
ACC00000638,CUST000638,Salary,Dormant,4688.08,INR,2023-01-20,Hyderabad
ACC00000639,CUST000639,Savings,Active,5709.13,INR,2021-01-25,Hyderabad
ACC00000640,CUST000640,Savings,Dormant,111757.33,INR,2023-01-27,Bengaluru
ACC00000641,CUST000641,Savings,Active,58062.6,INR,2022-02-06,Chennai
ACC00000642,CUST000642,Savings,Active,29953.13,INR,2025-04-16,Bengaluru
ACC00000643,CUST000643,Current,Active,40222.39,INR,2022-04-20,Hyderabad
ACC00000644,CUST000644,Current,Active,9122.71,INR,2023-12-22,Mumbai
ACC00000645,CUST000645,Savings,Active,22931.82,INR,2021-07-03,Hyderabad
ACC00000646,CUST000646,Savings,Active,38045.38,INR,2025-12-14,Bengaluru
ACC00000647,CUST000647,Salary,Active,9987.14,INR,2020-04-25,Hyderabad
ACC00000648,CUST000648,Savings,Dormant,5831.42,INR,2019-11-11,Delhi
ACC00000649,CUST000649,Savings,Active,246058.81,INR,2022-05-31,Chennai
ACC00000650,CUST000650,Savings,Active,5726.51,INR,2020-06-04,Bengaluru
ACC00000651,CUST000651,Savings,Active,28616.65,INR,2022-01-23,Chennai
ACC00000652,CUST000652,Savings,Active,39857.92,INR,2019-08-08,Chennai
ACC00000653,CUST000653,Savings,Active,6932.75,INR,2019-04-17,Hyderabad
ACC00000654,CUST000654,Savings,Active,14914.75,INR,2025-03-20,Mumbai
ACC00000655,CUST000655,Savings,Active,18461.17,INR,2024-10-15,Mumbai
ACC00000656,CUST000656,Savings,Dormant,53811.75,INR,2024-05-28,Delhi
ACC00000657,CUST000657,Savings,Active,126806.37,INR,2022-03-29,Delhi
ACC00000658,CUST000658,Savings,Active,19306.57,INR,2022-05-26,Bengaluru
ACC00000659,CUST000659,Current,Dormant,29137.38,INR,2019-08-07,Delhi
ACC00000660,CUST000660,Current,Dormant,13844.82,INR,2023-02-14,Hyderabad
ACC00000661,CUST000661,Savings,Dormant,91130.08,INR,2020-10-22,Bengaluru
ACC00000662,CUST000662,Savings,Dormant,19735.07,INR,2024-10-14,Chennai
ACC00000663,CUST000663,Salary,Active,30936.39,INR,2021-07-01,Chennai
ACC00000664,CUST000664,Savings,Active,30979.89,INR,2025-04-10,Mumbai
ACC00000665,CUST000665,Savings,Dormant,2016.58,INR,2020-09-05,Bengaluru
ACC00000666,CUST000666,Current,Active,35771.07,INR,2023-03-18,Mumbai
ACC00000667,CUST000667,Savings,Active,159685.69,INR,2020-06-28,Chennai
ACC00000668,CUST000668,Salary,Active,9266.37,INR,2022-01-11,Chennai
ACC00000669,CUST000669,Savings,Dormant,63312.05,INR,2022-03-22,Mumbai
ACC00000670,CUST000670,Savings,Active,42578.87,INR,2020-04-04,Delhi
ACC00000671,CUST000671,Savings,Active,15742.78,INR,2025-01-10,Mumbai
ACC00000672,CUST000672,Current,Active,41669.07,INR,2023-12-04,Mumbai
ACC00000673,CUST000673,Savings,Active,12626.11,INR,2021-01-16,Hyderabad
ACC00000674,CUST000674,Savings,Active,27336.42,INR,2023-04-22,Chennai
